5.081941968214053196e-01,1.096921728490970749e-01,-3.166858570674319084e-02
2.363450235285610712e-02,-4.189070693918327537e-01,5.053621934888482409e-02
-4.682591368627991302e-01,-5.138570397847531668e-01,4.671887934509945106e-01
4.653020645535348165e-02,-1.891251052026357848e-01,-1.618654680567339188e+00
-3.986957517889477137e-02,2.115297124832068165e-01,-3.752202563123402945e-01
1.672969953901055351e-01,-1.855522796566619892e-01,7.807796198075424299e-02
-8.287449205156537102e-02,-1.908000455999747380e-01,1.684367387058237353e-02
-6.918246114195250596e-02,2.444024402040677595e-04,5.778736721519689423e-01
-2.092465218226204071e-01,-5.064658497202489951e-01,-3.026421535826403497e-01
1.296622320778849646e-01,7.880974763254254556e-02,-7.959277417413762601e-02
6.727802715692074997e-01,2.074121964629507472e-02,-4.710520068655287274e-01
-7.818462099308216839e-02,1.083927714728854519e-01,1.032851742742939560e+00
1.459323987497454234e-01,4.578011016038928127e-01,1.932583842293428555e-01
2.434120461374358890e-01,5.138181194482803749e-01,-3.890818821748401324e-01
1.625361860585835538e-01,1.961990424261074450e-01,-1.579903092256453312e-01
-1.575272389149187380e-01,4.283350170987639816e-01,-1.563074441134957573e-03
1.105329418393085766e-01,-4.263556960449215727e-01,5.016357050406172746e-01
9.097971683879281513e-02,2.006410551362164396e-02,-3.849538844218974298e-01
-2.544305593169250979e-01,-5.140674402338862858e-01,-6.596836636333243131e-01
5.492376365003477368e-01,4.333382049768982336e-01,-5.721456616190071509e-01
